hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,successful_interactions_digital_ad,successful_interactions_email,successful_interactions_phone_call,successful_interactions_rep_visit,successful_interactions_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,last_engagement_date_digital_ad,last_engagement_date_email,last_engagement_date_phone_call,last_engagement_date_rep_visit,last_engagement_date_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,frequency_score_webinar,recency_score_webinar,frequency_score_email,recency_score_email,frequency_score_digital_ad,recency_score_digital_ad,channel_score_rep_visit,channel_score_phone_call,channel_score_webinar,channel_score_email,channel_score_digital_ad,weighted_engagement_score,engagement_rank,engagement_level,recommended_channel,engagement_eligible
238,Robert,Stein,endocrinology,high_value,TERR_50,Tucson,AZ,private_practice,0.5,False,In-Person-Heavy,0.0,5.0,8.0,7.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.25,0.2857142857142857,0.0,,2025-12-26 13:00:00,2025-10-13 09:00:00,2025-11-20 09:00:00,2025-12-31 11:00:00,,7,81,43,2,0.4117647058823529,0.410958904109589,0.5,0.27027027027027023,0.6,0.9375,0.29411764705882354,0.8108108108108107,0.0,0.0,0.34857833544376654,0.3290540540540541,0.3675,0.25039745627980925,0.0,28.14,291,Medium Engagement,webinar,True
239,Brandy,Dominguez,oncology,low_value,TERR_38,Colorado Springs,CO,cancer_center,0.5,False,Digital-Heavy,1.0,6.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,2025-12-18 12:00:00,2025-11-24 09:00:00,2025-10-15 15:00:00,2025-11-20 10:00:00,2025-08-13 12:00:00,15,39,79,43,142,0.29411764705882354,0.410958904109589,0.25,0.27522935779816515,0.1,0.1744186046511628,0.35294117647058826,0.4347826086956522,0.0625,0.6666666666666666,0.17042707493956488,0.25504587155963304,0.06488372093023256,0.27617220801364023,0.15208333333333332,17.94,447,Low Engagement,email,True
240,Melissa,Cannon,oncology,high_value,TERR_34,Omaha,NE,cancer_center,0.5,False,Digital-Heavy,1.0,3.0,6.0,9.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.5,0.5555555555555556,0.0,2025-07-30 15:00:00,2025-05-19 11:00:00,2025-12-19 16:00:00,2025-12-26 11:00:00,2025-09-12 11:00:00,156,228,14,7,112,0.5294117647058824,0.8108108108108107,0.375,0.6818181818181818,0.1,0.2112676056338028,0.17647058823529413,0.11627906976744186,0.0625,0.16129032258064516,0.5987634693517047,0.49886363636363634,0.07225352112676056,0.0761969904240766,0.051008064516129034,31.29,242,Medium Engagement,rep_visit,True
241,Omar,Smith,endocrinology,low_value,TERR_08,San Diego,CA,private_practice,5.5,True,Mixed,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2025-07-18 16:00:00,,,,2025-11-26 12:00:00,168,,,,37,0.0,0.0,0.0,0.0,0.3,0.44776119402985076,0.0,0.0,0.3125,0.15151515151515152,0.0,0.0,0.5128855721393035,0.0,0.1240530303030303,12.12,487,Low Engagement,Do Not Contact,False
242,Michael,Molina,oncology,low_value,TERR_47,San Antonio,TX,cancer_center,1.5,False,In-Person-Heavy,2.0,5.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,2025-11-07 16:00:00,2025-09-24 11:00:00,2025-12-02 10:00:00,2025-06-11 08:00:00,2025-12-26 12:00:00,56,100,31,205,7,0.11764705882352941,0.12765957446808512,0.1875,0.49180327868852464,0.3,0.8108108108108107,0.29411764705882354,0.23076923076923073,0.125,0.3488372093023256,0.5608260325406759,0.32127732240437157,0.25216216216216214,0.1343891402714932,0.10726744186046511,31.92,233,Medium Engagement,rep_visit,True
243,Melissa,Ashley,cardiology,medium_value,TERR_03,Raleigh,NC,clinic,2.5,False,In-Person-Heavy,6.0,6.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2025-10-06 13:00:00,2025-11-18 12:00:00,2025-10-16 09:00:00,2025-03-13 15:00:00,2025-12-26 08:00:00,88,45,78,295,7,0.058823529411764705,0.0923076923076923,0.25,0.2777777777777778,0.3,0.8108108108108107,0.35294117647058826,0.4,0.375,0.2542372881355932,0.5361085972850679,0.13055555555555556,0.7521621621621621,0.1858823529411765,0.16334745762711864,38.98,115,Medium Engagement,webinar,True
244,Robert,Adkins,endocrinology,high_value,TERR_12,Nashville,TN,clinic,7.1,False,Mixed,4.0,9.0,2.0,7.0,8.0,2.0,1.0,1.0,6.0,6.0,0.5,0.1111111111111111,0.5,0.8571428571428571,0.75,2025-11-24 17:00:00,2025-10-28 15:00:00,2025-12-25 17:00:00,2025-12-15 08:00:00,2025-12-11 17:00:00,39,66,8,18,22,0.4117647058823529,0.625,0.125,0.7894736842105263,0.8,0.5769230769230769,0.5294117647058824,0.3125,0.25,0.4347826086956522,0.6771008403361344,0.4453947368421053,0.7303846153846154,0.2768790849673203,0.41195652173913044,54.16,1,High Engagement,webinar,True
245,Amy,Morrison,endocrinology,medium_value,TERR_32,Oakland,CA,private_practice,0.5,False,Mixed,4.0,4.0,6.0,9.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,2025-03-27 15:00:00,2025-12-30 13:00:00,2025-12-15 11:00:00,2025-11-03 08:00:00,2025-11-24 12:00:00,281,3,18,60,39,0.5294117647058824,0.3333333333333333,0.375,0.625,0.3,0.4347826086956522,0.23529411764705882,0.9090909090909091,0.25,0.09646302250803858,0.5032679738562091,0.4041666666666667,0.3436231884057971,0.2524064171122995,0.09429260450160772,35.25,177,Medium Engagement,rep_visit,True
246,Jeffrey,Robinson,oncology,low_value,TERR_37,Albuquerque,NM,hospital,2.0,False,In-Person-Heavy,7.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,2025-12-16 12:00:00,2025-10-09 10:00:00,2025-12-29 16:00:00,2025-10-31 10:00:00,2025-11-27 12:00:00,17,85,4,63,36,0.11764705882352941,0.3225806451612903,0.1875,0.8823529411764706,0.3,0.45454545454545453,0.17647058823529413,0.2608695652173913,0.4375,0.6382978723404256,0.09981024667931689,0.3993872549019608,0.5142424242424243,0.2717817561807332,0.33033814589665655,30.3,254,Medium Engagement,webinar,True
247,Ryan,Johnson,primary_care,medium_value,TERR_15,Tucson,AZ,private_practice,1.8,False,Mixed,6.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,2025-09-25 11:00:00,2025-12-04 10:00:00,2025-11-12 16:00:00,2025-12-24 11:00:00,,99,29,51,9,,0.35294117647058826,0.7692307692307692,0.5,0.37037037037037035,0.0,0.0,0.17647058823529413,0.5084745762711864,0.375,0.23255813953488372,0.676395173453997,0.22407407407407406,0.0,0.15463609172482554,0.15901162790697673,29.48,266,Medium Engagement,rep_visit,True
248,Matthew,Shelton,endocrinology,low_value,TERR_24,Washington,DC,private_practice,0.8,False,Mixed,8.0,5.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.125,0.4,0.0,0.0,0.0,2025-10-09 10:00:00,2025-10-27 10:00:00,2025-03-27 16:00:00,,2025-12-03 12:00:00,85,67,281,,30,0.0,0.0,0.0625,0.09646302250803858,0.2,0.5,0.29411764705882354,0.30927835051546393,0.5,0.2608695652173913,0.0,0.03804260450160772,0.16,0.3500909642207399,0.26467391304347826,13.18,479,Low Engagement,email,True
249,Richard,Martin,dermatology,high_value,TERR_36,Fresno,CA,private_practice,3.1,False,In-Person-Heavy,8.0,14.0,3.0,3.0,6.0,2.0,6.0,0.0,2.0,1.0,0.25,0.42857142857142855,0.0,0.6666666666666666,0.16666666666666666,2025-12-15 11:00:00,2025-11-24 17:00:00,2025-12-08 11:00:00,2025-12-29 17:00:00,2025-09-03 10:00:00,18,39,25,4,121,0.17647058823529413,0.8823529411764706,0.1875,0.5454545454545454,0.6,0.19867549668874174,0.8235294117647058,0.4347826086956522,0.5,0.625,0.5627450980392157,0.1653409090909091,0.30306843267108163,0.5483010595542565,0.4,40.48,86,High Engagement,rep_visit,True
250,Tanner,Anderson,endocrinology,medium_value,TERR_06,Colorado Springs,CO,hospital,2.0,False,In-Person-Heavy,6.0,8.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2025-09-29 10:00:00,2025-10-17 14:00:00,2025-05-30 16:00:00,2025-12-03 16:00:00,2025-11-28 11:00:00,95,77,217,30,35,0.058823529411764705,0.5,0.125,0.12145748987854249,0.2,0.46153846153846145,0.47058823529411764,0.2803738317757009,0.375,0.24000000000000005,0.11764705882352941,0.0617914979757085,0.1523076923076923,0.19725123694337549,0.3271666666666667,15.68,467,Low Engagement,digital_ad,True
251,Cindy,Johnson,oncology,medium_value,TERR_18,Virginia Beach,VA,private_practice,0.9,True,Digital-Heavy,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,,,,2025-12-30 14:00:00,2025-08-19 16:00:00,,,,3,136,0.4117647058823529,0.9090909090909091,0.0,0.0,0.4,0.18072289156626506,0.0,0.0,0.0,0.0,0.5910618792971734,0.0,0.156144578313253,0.0,0.0,20.85,412,Medium Engagement,Do Not Contact,False
252,Phillip,Elliott,dermatology,high_value,TERR_08,Kansas City,MO,clinic,1.4,False,Mixed,3.0,13.0,5.0,6.0,6.0,0.0,2.0,0.0,2.0,2.0,0.0,0.15384615384615385,0.0,0.3333333333333333,0.3333333333333333,2025-11-17 10:00:00,2025-12-31 08:00:00,2025-12-08 15:00:00,2025-10-15 16:00:00,2025-11-24 16:00:00,46,2,25,79,39,0.35294117647058826,0.27522935779816515,0.3125,0.5454545454545454,0.6,0.4347826086956522,0.7647058823529411,0.9375,0.1875,0.39473684210526316,0.32759489116747614,0.20284090909090907,0.4336231884057971,0.49383484162895924,0.13519736842105262,31.99,232,Medium Engagement,email,True
253,Anthony,Day,oncology,medium_value,TERR_45,Raleigh,NC,hospital,1.5,False,In-Person-Heavy,13.0,9.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,0.2222222222222222,0.0,1.0,0.5,2025-12-29 08:00:00,2025-09-22 15:00:00,2025-12-17 17:00:00,2025-02-07 08:00:00,2025-12-10 14:00:00,4,102,16,329,23,0.058823529411764705,0.08356545961002786,0.0625,0.6521739130434783,0.4,0.5660377358490566,0.5294117647058824,0.22727272727272727,0.8125,0.8823529411764706,0.534360150745535,0.14918478260869564,0.4832075471698113,0.31538918597742127,0.4202205882352941,39.71,99,Medium Engagement,rep_visit,True
254,Derek,Murray,endocrinology,high_value,TERR_39,Oklahoma City,OK,private_practice,2.4,False,Digital-Heavy,4.0,5.0,8.0,6.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0,0.6,0.125,0.6666666666666666,0.3333333333333333,2025-10-23 13:00:00,2025-12-12 17:00:00,2025-12-17 08:00:00,2025-11-21 14:00:00,2025-11-26 14:00:00,71,21,16,42,37,0.35294117647058826,0.4166666666666667,0.5,0.6521739130434783,0.3,0.44776119402985076,0.29411764705882354,0.5882352941176471,0.25,0.297029702970297,0.5225490196078432,0.34293478260869564,0.3462189054726368,0.5058823529411764,0.13440594059405941,39.06,113,Medium Engagement,rep_visit,True
255,Brent,Gray,endocrinology,low_value,TERR_02,Sacramento,CA,clinic,5.2,False,Mixed,2.0,2.0,4.0,3.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.75,0.3333333333333333,1.0,2025-11-04 17:00:00,2025-11-24 10:00:00,2025-09-30 12:00:00,2025-11-12 14:00:00,2025-06-27 17:00:00,59,39,94,51,189,0.17647058823529413,0.37037037037037035,0.25,0.24193548387096778,0.2,0.136986301369863,0.11764705882352941,0.4347826086956522,0.125,0.33707865168539325,0.29368191721132897,0.49838709677419357,0.5873972602739727,0.12225063938618927,0.10491573033707866,33.93,197,Medium Engagement,webinar,True
256,Jason,Murphy,dermatology,medium_value,TERR_12,Kansas City,MO,private_practice,2.7,False,In-Person-Heavy,4.0,8.0,6.0,4.0,2.0,1.0,2.0,2.0,4.0,0.0,0.25,0.25,0.3333333333333333,1.0,0.0,2025-12-05 11:00:00,2025-09-17 15:00:00,2025-11-19 08:00:00,2025-11-11 09:00:00,2025-07-18 10:00:00,28,107,44,52,168,0.23529411764705882,0.36585365853658536,0.375,0.4054054054054054,0.2,0.15151515151515152,0.47058823529411764,0.21897810218978103,0.25,0.5172413793103449,0.6437589670014346,0.36024774774774776,0.0903030303030303,0.3099720910261915,0.303448275862069,37.53,134,Medium Engagement,rep_visit,True
257,Kathleen,Gray,dermatology,medium_value,TERR_16,San Jose,CA,private_practice,2.6,False,Digital-Heavy,9.0,11.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,0.1111111111111111,0.2727272727272727,0.5,0.0,0.3333333333333333,2025-12-30 17:00:00,2025-12-05 15:00:00,2025-10-31 17:00:00,2025-07-14 14:00:00,2025-10-22 08:00:00,3,28,63,172,72,0.17647058823529413,0.1485148514851485,0.125,0.3225806451612903,0.3,0.29411764705882354,0.6470588235294118,0.5172413793103449,0.5625,0.9090909090909091,0.08264414676761794,0.35201612903225804,0.3154901960784314,0.4339295592845288,0.40612373737373736,28.43,279,Medium Engagement,email,True
258,Karen,Decker,dermatology,low_value,TERR_01,Phoenix,AZ,private_practice,2.0,False,In-Person-Heavy,3.0,4.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,2026-01-01 17:00:00,2025-12-16 14:00:00,2025-09-04 14:00:00,2025-09-11 11:00:00,2025-01-25 14:00:00,1,17,120,113,342,0.058823529411764705,0.2097902097902098,0.25,0.2,0.1,0.08064516129032258,0.23529411764705882,0.6382978723404256,0.1875,0.9677419354838709,0.05960510078157137,0.24000000000000002,0.046129032258064515,0.44824780976220274,0.24979838709677418,17.98,446,Low Engagement,email,True
259,Johnny,Miller,endocrinology,low_value,TERR_28,Miami,FL,clinic,0.6,False,In-Person-Heavy,4.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,2025-12-26 13:00:00,2025-10-31 14:00:00,2025-12-17 15:00:00,2025-12-11 12:00:00,,7,63,16,22,,0.35294117647058826,0.5769230769230769,0.25,0.6521739130434783,0.0,0.0,0.17647058823529413,0.3225806451612903,0.25,0.8108108108108107,0.47126696832579185,0.20543478260869563,0.0,0.1174573055028463,0.23716216216216218,23.57,374,Medium Engagement,rep_visit,True
260,Andrew,Ryan,dermatology,high_value,TERR_49,Arlington,TX,private_practice,0.8,False,Mixed,3.0,4.0,10.0,15.0,2.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.4,0.8,0.0,2026-01-01 17:00:00,2025-07-03 10:00:00,2025-10-16 11:00:00,2025-12-11 15:00:00,2025-09-09 13:00:00,1,183,78,22,115,0.8823529411764706,0.5769230769230769,0.625,0.2777777777777778,0.2,0.2068965517241379,0.23529411764705882,0.14084507042253522,0.1875,0.9677419354838709,0.7800904977375567,0.4430555555555556,0.10137931034482758,0.09875724937862469,0.24979838709677418,39.52,105,Medium Engagement,rep_visit,True
261,Zoe,Bell,endocrinology,low_value,TERR_20,Cleveland,OH,private_practice,2.5,False,Digital-Heavy,4.0,7.0,9.0,5.0,3.0,1.0,0.0,1.0,3.0,0.0,0.25,0.0,0.1111111111111111,0.6,0.0,2025-12-12 15:00:00,2025-12-04 08:00:00,2025-12-29 08:00:00,2025-10-15 08:00:00,2025-09-12 09:00:00,21,29,4,79,112,0.29411764705882354,0.27522935779816515,0.5625,0.8823529411764706,0.3,0.2112676056338028,0.4117647058823529,0.5084745762711864,0.25,0.5882352941176471,0.4432811656772801,0.4007761437908497,0.13225352112676056,0.22522432701894318,0.31764705882352945,32.1,229,Medium Engagement,rep_visit,True
262,Debra,Harrington,oncology,low_value,TERR_26,Louisville,KY,hospital,6.3,True,Mixed,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,2025-11-07 13:00:00,,,,2025-10-03 10:00:00,56,,,,91,0.0,0.0,0.0,0.0,0.6,0.24793388429752067,0.0,0.0,0.125,0.3488372093023256,0.0,0.0,0.31292011019283744,0.0,0.10726744186046511,7.87,498,Low Engagement,Do Not Contact,False
263,Denise,Webster,primary_care,low_value,TERR_49,Columbus,OH,private_practice,2.5,False,In-Person-Heavy,1.0,4.0,2.0,3.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.75,2025-10-13 08:00:00,2025-12-22 12:00:00,2025-06-09 17:00:00,2025-07-22 15:00:00,2025-08-25 15:00:00,81,11,207,164,130,0.17647058823529413,0.15463917525773196,0.125,0.12658227848101264,0.4,0.1875,0.23529411764705882,0.7317073170731707,0.0625,0.27027027027027023,0.08386901152213463,0.5628164556962025,0.5325,0.21692969870875178,0.07280405405405405,28.77,273,Medium Engagement,phone_call,True
264,Stefanie,Gonzalez,endocrinology,high_value,TERR_24,Miami,FL,private_practice,1.6,False,Digital-Heavy,4.0,5.0,7.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.1111111111111111,0.0,2025-10-13 12:00:00,2025-10-06 11:00:00,2025-12-16 08:00:00,2025-11-24 11:00:00,2025-06-18 11:00:00,81,88,17,39,198,0.5294117647058824,0.4347826086956522,0.4375,0.6382978723404256,0.2,0.13157894736842105,0.29411764705882354,0.2542372881355932,0.25,0.27027027027027023,0.3013356067064507,0.25890957446808516,0.0863157894736842,0.1390827517447657,0.25405405405405407,21.84,400,Medium Engagement,rep_visit,True
265,Andrew,Hernandez,oncology,medium_value,TERR_43,Cleveland,OH,hospital,0.5,False,Mixed,6.0,8.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.125,0.5,0.0,0.0,2025-11-14 09:00:00,2025-12-17 10:00:00,2025-10-06 13:00:00,,2026-01-02 11:00:00,49,16,88,,0,0.0,0.0,0.125,0.2542372881355932,0.2,1.0,0.47058823529411764,0.6521739130434783,0.375,0.379746835443038,0.0,0.3383474576271186,0.26,0.3341112531969309,0.2717827004219409,21.06,408,Medium Engagement,phone_call,True
266,David,Caldwell,endocrinology,low_value,TERR_45,San Francisco,CA,clinic,5.5,False,In-Person-Heavy,3.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,2025-10-21 15:00:00,2025-11-14 17:00:00,2025-07-17 10:00:00,2025-02-07 12:00:00,2025-03-21 13:00:00,73,49,169,329,287,0.058823529411764705,0.08356545961002786,0.0625,0.1507537688442211,0.3,0.09463722397476342,0.29411764705882354,0.379746835443038,0.1875,0.29126213592233013,0.534360150745535,0.048900753768844216,0.27559411146161933,0.1641846612062547,0.11450242718446602,26.7,317,Medium Engagement,rep_visit,True
267,Anne,Robinson,oncology,high_value,TERR_05,Wichita,KS,hospital,1.9,False,Digital-Heavy,6.0,4.0,12.0,5.0,5.0,0.0,1.0,5.0,2.0,0.0,0.0,0.25,0.4166666666666667,0.4,0.0,2025-12-10 13:00:00,2025-07-15 11:00:00,2025-12-25 10:00:00,2025-12-02 16:00:00,2025-11-18 14:00:00,23,171,8,31,45,0.29411764705882354,0.49180327868852464,0.75,0.7894736842105263,0.5,0.4,0.23529411764705882,0.14925373134328357,0.375,0.5660377358490566,0.386595949855352,0.5912280701754387,0.23,0.22543898156277437,0.2257075471698113,34.79,187,Medium Engagement,phone_call,True
268,Holly,Wang,oncology,medium_value,TERR_43,San Jose,CA,cancer_center,2.7,False,In-Person-Heavy,3.0,3.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2025-10-23 12:00:00,2025-04-18 08:00:00,2025-12-25 09:00:00,2025-12-31 14:00:00,2025-10-09 16:00:00,71,259,8,2,85,0.058823529411764705,0.9375,0.3125,0.7894736842105263,0.3,0.2608695652173913,0.17647058823529413,0.10380622837370243,0.1875,0.297029702970297,0.2051470588235294,0.3516447368421053,0.14217391304347826,0.07370242214532872,0.1156559405940594,18.87,435,Low Engagement,phone_call,True
269,Gary,Lawson,oncology,medium_value,TERR_27,San Diego,CA,hospital,1.5,False,Mixed,6.0,6.0,6.0,3.0,5.0,2.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6,2025-10-17 17:00:00,2025-12-12 10:00:00,2025-11-12 12:00:00,2025-12-19 16:00:00,2025-09-30 08:00:00,77,21,51,14,94,0.17647058823529413,0.6818181818181818,0.375,0.37037037037037035,0.5,0.24193548387096778,0.35294117647058826,0.5882352941176471,0.375,0.2803738317757009,0.5226381461675579,0.2699074074074074,0.4983870967741935,0.30686274509803924,0.33524143302180687,40.68,81,High Engagement,rep_visit,True
270,Julie,Wilson,primary_care,low_value,TERR_19,Milwaukee,WI,clinic,3.6,False,Digital-Heavy,1.0,3.0,11.0,7.0,3.0,0.0,2.0,5.0,4.0,0.0,0.0,0.6666666666666666,0.45454545454545453,0.5714285714285714,0.0,2025-02-15 17:00:00,2025-10-08 17:00:00,2025-12-26 08:00:00,2025-12-11 09:00:00,2025-08-18 11:00:00,321,86,7,22,137,0.4117647058823529,0.5769230769230769,0.6875,0.8108108108108107,0.3,0.17964071856287425,0.17647058823529413,0.25862068965517243,0.0625,0.08547008547008547,0.524628312863607,0.5956848894348894,0.12592814371257485,0.437998647734956,0.03584401709401709,37.28,138,Medium Engagement,phone_call,True
271,Lori,Oconnell,dermatology,medium_value,TERR_06,Dallas,TX,clinic,1.3,False,Digital-Heavy,4.0,5.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.25,0.4,0.0,0.0,0.5,2025-11-26 11:00:00,2025-11-13 17:00:00,2025-11-17 17:00:00,,2025-12-19 16:00:00,37,50,46,,14,0.0,0.0,0.1875,0.39473684210526316,0.2,0.6818181818181818,0.29411764705882354,0.37499999999999994,0.25,0.44776119402985076,0.0,0.13519736842105262,0.44636363636363635,0.3632352941176471,0.28955223880597014,21.42,405,Medium Engagement,webinar,True
272,Daniel,Johnson,primary_care,low_value,TERR_09,Fort Worth,TX,private_practice,0.8,False,Digital-Heavy,7.0,7.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,0.7142857142857143,0.0,0.5,0.5,2025-12-22 10:00:00,2025-12-30 11:00:00,2025-06-23 11:00:00,2025-11-28 08:00:00,2025-10-16 10:00:00,11,3,193,35,78,0.11764705882352941,0.46153846153846145,0.1875,0.13452914798206278,0.2,0.2777777777777778,0.4117647058823529,0.9090909090909091,0.4375,0.7317073170731707,0.3776018099547511,0.08315582959641254,0.3655555555555556,0.6624904507257449,0.27759146341463414,34.4,189,Medium Engagement,email,True
273,Larry,Byrd,primary_care,medium_value,TERR_13,Raleigh,NC,private_practice,4.2,False,Digital-Heavy,9.0,11.0,6.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.2222222222222222,0.2727272727272727,0.0,0.0,0.3333333333333333,2025-11-12 11:00:00,2025-11-03 13:00:00,2025-10-21 16:00:00,2025-09-10 14:00:00,2025-12-10 16:00:00,51,60,73,114,23,0.11764705882352941,0.20833333333333334,0.375,0.29126213592233013,0.3,0.5660377358490566,0.6470588235294118,0.3333333333333333,0.5625,0.37037037037037035,0.0769607843137255,0.170752427184466,0.369874213836478,0.3971479500891265,0.3539351851851852,24.39,360,Medium Engagement,email,True
274,Susan,Sanders,cardiology,low_value,TERR_07,Oklahoma City,OK,clinic,2.6,False,Mixed,5.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2025-11-04 17:00:00,2025-04-14 17:00:00,2025-12-22 12:00:00,2025-03-14 10:00:00,2025-12-05 11:00:00,59,263,11,294,28,0.058823529411764705,0.09259259259259259,0.25,0.7317073170731707,0.2,0.5172413793103449,0.17647058823529413,0.10238907849829351,0.3125,0.33707865168539325,0.03616557734204793,0.3463414634146341,0.16344827586206898,0.07341899217024694,0.16116573033707865,14.8,470,Low Engagement,phone_call,True
275,Jennifer,Jones,dermatology,medium_value,TERR_29,Oklahoma City,OK,private_practice,5.2,False,In-Person-Heavy,7.0,9.0,9.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2025-11-28 09:00:00,2025-12-12 10:00:00,2025-12-29 14:00:00,2025-12-22 17:00:00,2025-09-29 12:00:00,35,21,4,11,95,0.17647058823529413,0.7317073170731707,0.5625,0.8823529411764706,0.3,0.24000000000000005,0.5294117647058824,0.5882352941176471,0.4375,0.46153846153846145,0.5326159732185557,0.3452205882352941,0.138,0.27647058823529413,0.2235576923076923,33.14,210,Medium Engagement,rep_visit,True
276,Hannah,Burton,primary_care,high_value,TERR_44,Atlanta,GA,private_practice,1.5,False,Digital-Heavy,3.0,7.0,5.0,8.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,0.2857142857142857,0.4,0.5,1.0,2025-08-12 12:00:00,2025-12-23 17:00:00,2025-12-16 16:00:00,2026-01-01 17:00:00,2025-09-05 08:00:00,143,10,17,1,119,0.47058823529411764,0.9677419354838709,0.3125,0.6382978723404256,0.2,0.20134228187919462,0.4117647058823529,0.75,0.1875,0.17341040462427745,0.5847248576850095,0.42140957446808514,0.6002684563758389,0.41638655462184876,0.0909320809248555,45.59,25,High Engagement,webinar,True
277,Curtis,Barton,oncology,high_value,TERR_09,Chicago,IL,cancer_center,7.0,False,Digital-Heavy,4.0,4.0,6.0,2.0,6.0,0.0,1.0,3.0,0.0,2.0,0.0,0.25,0.5,0.0,0.3333333333333333,2025-08-05 16:00:00,2025-12-17 10:00:00,2025-12-01 08:00:00,2025-09-05 11:00:00,2025-12-12 15:00:00,150,16,32,119,21,0.11764705882352941,0.20134228187919462,0.375,0.48387096774193555,0.6,0.5882352941176471,0.23529411764705882,0.6521739130434783,0.25,0.16666666666666666,0.07556257402289775,0.4592741935483871,0.4643137254901961,0.3260230179028133,0.10833333333333334,27.25,307,Medium Engagement,webinar,True
278,Melissa,Burke,dermatology,high_value,TERR_06,Memphis,TN,hospital,3.8,False,Digital-Heavy,5.0,6.0,10.0,3.0,5.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.4,0.6666666666666666,0.6,2025-12-22 08:00:00,2025-11-28 08:00:00,2025-12-31 17:00:00,2025-11-14 10:00:00,2025-11-04 15:00:00,11,35,2,49,59,0.17647058823529413,0.379746835443038,0.625,0.9375,0.5,0.33707865168539325,0.35294117647058826,0.46153846153846145,0.3125,0.7317073170731707,0.46222387689252914,0.575,0.5174157303370785,0.19819004524886877,0.24009146341463414,42.29,63,High Engagement,phone_call,True
